Software | Software engineering | http://edamontology.org/topic_3372 | NO | LABEL | INEXACT | TOPIC || 0.42105263157894735 | 0.42105263157894735 | 0.42105263157894735
MotifDiscovery | Motif discovery | http://edamontology.org/operation_0238 | NO | EXACT_SYNONYM | EXACT | OPERATION || 1.0 | 1.0 | 1.0
MotifDiscovery | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
MotifDiscovery | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
NetworkEnrichment | Enrichment | http://edamontology.org/operation_3501 | NO | LABEL | INEXACT | OPERATION || 0.5882352941176471 | 0.5882352941176471 | 0.5882352941176471
NetworkEnrichment | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
NetworkEnrichment | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
NetworkInference | Network | http://edamontology.org/data_2600 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.4375 | 0.4375 | 0.4375
NetworkInference | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
NetworkInference | Network analysis | http://edamontology.org/operation_2497 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
NucleosomePositioning | Biological chemistry | http://edamontology.org/topic_3292 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
NucleosomePositioning | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
NucleosomePositioning | Ontology visualisation | http://edamontology.org/operation_3559 | NO | LABEL | INEXACT | OPERATION || 0.47619047619047616 | 0.0 | 0.31746031746031744
PeakDetection | Peak detection | http://edamontology.org/operation_3215 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
PeakDetection | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
PeakDetection | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
QuantitativeTrailLocus | Quantitative trait locus | http://edamontology.org/data_1906 | YES | LABEL | INEXACT | DATA || 0.9545454545454546 | 0.0 | 0.6363636363636364
QuantitativeTrailLocus | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
QuantitativeTrailLocus | Tau angle calculation | http://edamontology.org/operation_1828 | NO | LABEL | INEXACT | OPERATION || 0.4736842105263158 | 0.0 | 0.31578947368421056
Scaffolding | Scaffolding | http://edamontology.org/operation_3216 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
Scaffolding | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
Scaffolding | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
SequenceMatching | Sequence masking | http://edamontology.org/operation_0368 | NO | LABEL | INEXACT | OPERATION || 0.8125 | 0.0 | 0.5416666666666666
SequenceMatching | Sequence motifs | http://edamontology.org/topic_0158 | YES | LABEL | INEXACT | TOPIC || 0.6875 | 0.0 | 0.4583333333333333
SequenceMatching | Sequence motif | http://edamontology.org/data_1353 | NO | LABEL | INEXACT | DATA || 0.6875 | 0.0 | 0.4583333333333333
SequenceMatching | Biological model format | http://edamontology.org/format_2034 | YES | LABEL | INEXACT | FORMAT || 0.5238095238095238 | 0.0 | 0.34920634920634924
SomaticMutation | Mutation | http://edamontology.org/topic_0199 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.5333333333333333 | 0.5333333333333333 | 0.5333333333333333
SomaticMutation | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
SomaticMutation | Computation | http://edamontology.org/operation_2420 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.6 | 0.0 | 0.39999999999999997
SomaticMutation | PubMed citation | http://edamontology.org/format_1734 | NO | LABEL | INEXACT | FORMAT || 0.4666666666666667 | 0.0 | 0.3111111111111111
SplicedAlignment | Alignment | http://edamontology.org/operation_2928 | NO | LABEL | INEXACT | OPERATION || 0.5625 | 0.5625 | 0.5625
SplicedAlignment | Alignment | http://edamontology.org/topic_0083 | YES | LABEL | INEXACT | TOPIC || 0.5625 | 0.5625 | 0.5625
SplicedAlignment | Alignment | http://edamontology.org/data_1916 | NO | LABEL | INEXACT | DATA || 0.5625 | 0.5625 | 0.5625
SplicedAlignment | Biological model format | http://edamontology.org/format_2034 | YES | LABEL | INEXACT | FORMAT || 0.5238095238095238 | 0.0 | 0.34920634920634924
StructuralVariation | Structural variation | http://edamontology.org/topic_3175 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
StructuralVariation | Structure visualisation | http://edamontology.org/operation_0570 | NO | LABEL | INEXACT | OPERATION || 0.6818181818181819 | 0.0 | 0.4545454545454546
StructuralVariation | Structural data | http://edamontology.org/data_2053 | YES | LABEL | INEXACT | DATA || 0.631578947368421 | 0.0 | 0.42105263157894735
TranscriptomeVariant | Transcriptome | http://edamontology.org/topic_3308 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.65 | 0.65 | 0.65
TranscriptomeVariant | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
TranscriptomeVariant | Transcript copy number estimation | http://edamontology.org/operation_3233 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
TranscriptomeVariant | GCG format variant | http://edamontology.org/format_3486 | NO | LABEL | INEXACT | FORMAT || 0.44999999999999996 | 0.0 | 0.3
VariantAnnotation | Annotation | http://edamontology.org/data_2018 | YES | LABEL | INEXACT | DATA || 0.5882352941176471 | 0.5882352941176471 | 0.5882352941176471
VariantAnnotation | Annotation | http://edamontology.org/operation_0226 | NO | LABEL | INEXACT | OPERATION || 0.5882352941176471 | 0.5882352941176471 | 0.5882352941176471
VariantAnnotation | RFLP annotation | http://edamontology.org/topic_2869 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.6470588235294117 | 0.0 | 0.4313725490196078
VariantDetection | Detection | http://edamontology.org/operation_2423 | NO | NARROW_SYNONYM | INEXACT | OPERATION || 0.5625 | 0.5625 | 0.5625
VariantDetection | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
VariantDetection | Biological model accession | http://edamontology.org/data_2891 | NO | LABEL | INEXACT | DATA || 0.625 | 0.0 | 0.4166666666666667
AlternativeSplicing | Alternative medicine | http://edamontology.org/topic_3423 | NO | BROAD_SYNONYM | INEXACT | TOPIC || 0.7894736842105263 | 0.0 | 0.5263157894736842
AlternativeSplicing | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
AlternativeSplicing | Tau angle calculation | http://edamontology.org/operation_1828 | NO | LABEL | INEXACT | OPERATION || 0.4736842105263158 | 0.0 | 0.31578947368421056
Coverage | Biological chemistry | http://edamontology.org/topic_3292 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
Coverage | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
Coverage | Tau angle calculation | http://edamontology.org/operation_1828 | NO | LABEL | INEXACT | OPERATION || 0.4736842105263158 | 0.0 | 0.31578947368421056
DemethylateRegionDetection | Biological chemistry | http://edamontology.org/topic_3292 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
DemethylateRegionDetection | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
DemethylateRegionDetection | Protein feature detection | http://edamontology.org/operation_3092 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
DenovoAssembler | Genome assembly | http://edamontology.org/operation_3440 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.0 | 0.4444444444444445
DenovoAssembler | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
DenovoAssembler | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
DifferentialExpression | Differential expression analysis | http://edamontology.org/operation_3223 | NO | LABEL | INEXACT | OPERATION || 0.7333333333333334 | 0.7333333333333334 | 0.7333333333333334
DifferentialExpression | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
DifferentialExpression | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
DifferentialMethylation | Biological chemistry | http://edamontology.org/topic_3292 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
DifferentialMethylation | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
DifferentialMethylation | Differential expression analysis | http://edamontology.org/operation_3223 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
DifferentialPeakCalling | Peak calling | http://edamontology.org/operation_3222 | NO | LABEL | INEXACT | OPERATION || 0.4782608695652174 | 0.4782608695652174 | 0.47826086956521746
DifferentialPeakCalling | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
DifferentialPeakCalling | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
DifferentialSplicing | Biological chemistry | http://edamontology.org/topic_3292 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
DifferentialSplicing | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
DifferentialSplicing | Differential expression analysis | http://edamontology.org/operation_3223 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
DriverMutation | Mutation | http://edamontology.org/topic_0199 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
DriverMutation | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
DriverMutation | Imputation | http://edamontology.org/operation_3557 | NO | LABEL | INEXACT | OPERATION || 0.5714285714285714 | 0.0 | 0.38095238095238093
DriverMutation | PubMed citation | http://edamontology.org/format_1734 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
FunctionalPrediction | Prediction | http://edamontology.org/operation_2423 | NO | NARROW_SYNONYM | INEXACT | OPERATION || 0.5 | 0.5 | 0.5
FunctionalPrediction | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
FunctionalPrediction | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
GeneFusionDetection | Detection | http://edamontology.org/operation_2423 | NO | NARROW_SYNONYM | INEXACT | OPERATION || 0.4736842105263158 | 0.4736842105263158 | 0.47368421052631576
GeneFusionDetection | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
GeneFusionDetection | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
GenePrediction | Gene prediction | http://edamontology.org/operation_2454 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
GenePrediction | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
GenePrediction | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
GeneRegulation | Gene regulation | http://edamontology.org/topic_0204 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
GeneRegulation | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
GeneRegulation | Genome visualisation | http://edamontology.org/operation_3208 | NO | LABEL | INEXACT | OPERATION || 0.5789473684210527 | 0.0 | 0.3859649122807018
GeneSetEnrichment | Enrichment | http://edamontology.org/operation_3501 | NO | LABEL | INEXACT | OPERATION || 0.5882352941176471 | 0.5882352941176471 | 0.5882352941176471
GeneSetEnrichment | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
GeneSetEnrichment | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
GeneSignaling | Gene finding | http://edamontology.org/topic_0109 | YES | LABEL | INEXACT | TOPIC || 0.6923076923076923 | 0.0 | 0.4615384615384615
GeneSignaling | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
GeneSignaling | Torsion angle calculation | http://edamontology.org/operation_0249 | NO | LABEL | INEXACT | OPERATION || 0.4782608695652174 | 0.0 | 0.31884057971014496
GeneTarget | Gene tree | http://edamontology.org/data_3271 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
GeneTarget | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
GeneTarget | genePred | http://edamontology.org/format_3011 | NO | LABEL | INEXACT | FORMAT || 0.6 | 0.0 | 0.39999999999999997
GeneTarget | Generation | http://edamontology.org/operation_3429 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
GenomeAssembly | Genome assembly | http://edamontology.org/operation_3440 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
GenomeAssembly | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
GenomeAssembly | Biological model accession | http://edamontology.org/data_2891 | NO | LABEL | INEXACT | DATA || 0.625 | 0.0 | 0.4166666666666667
GenomeWideAssociation | Genome-wide association study | http://edamontology.org/data_3231 | YES | EXACT_SYNONYM | INEXACT | DATA || 0.7777777777777778 | 0.0 | 0.5185185185185185
GenomeWideAssociation | Genome-wide association study | http://edamontology.org/topic_3517 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.7777777777777778 | 0.0 | 0.5185185185185185
GenomeWideAssociation | Genome visualisation | http://edamontology.org/operation_3208 | NO | LABEL | INEXACT | OPERATION || 0.6190476190476191 | 0.0 | 0.41269841269841273
GenomeWideAssociation | Biological model format | http://edamontology.org/format_2034 | YES | LABEL | INEXACT | FORMAT || 0.5238095238095238 | 0.0 | 0.34920634920634924
GenomicVariation | Genetic variation | http://edamontology.org/topic_0199 | NO | LABEL | INEXACT | TOPIC || 0.875 | 0.0 | 0.5833333333333334
GenomicVariation | Genome visualization | http://edamontology.org/operation_3208 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.6842105263157895 | 0.0 | 0.456140350877193
GenomicVariation | Biological model accession | http://edamontology.org/data_2891 | NO | LABEL | INEXACT | DATA || 0.625 | 0.0 | 0.4166666666666667
GenomeAnnotation | Genome annotation | http://edamontology.org/operation_0362 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
GenomeAnnotation | Genome annotation | http://edamontology.org/topic_0222 | YES | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
GenomeAnnotation | Fungi annotation | http://edamontology.org/data_2395 | YES | LABEL | INEXACT | DATA || 0.6875 | 0.0 | 0.4583333333333333
GenomeAnnotation | Experiment annotation format | http://edamontology.org/format_3167 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
GermlineMutation | Mutation | http://edamontology.org/topic_0199 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.5 | 0.5 | 0.5
GermlineMutation | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
GermlineMutation | Genome annotation | http://edamontology.org/operation_0362 | NO | LABEL | INEXACT | OPERATION || 0.5625 | 0.0 | 0.375
HistoneModification | Histone modification | http://edamontology.org/topic_3295 | NO | NARROW_SYNONYM | EXACT | TOPIC || 1.0 | 1.0 | 1.0
HistoneModification | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
HistoneModification | Biological model format | http://edamontology.org/format_2034 | YES | LABEL | INEXACT | FORMAT || 0.5238095238095238 | 0.0 | 0.34920634920634924
HistoneModification | Sequence classification | http://edamontology.org/operation_2995 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
IndelDetection | Indel detection | http://edamontology.org/operation_0452 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
IndelDetection | Biological modelling | http://edamontology.org/topic_2259 | NO | LABEL | INEXACT | TOPIC || 0.631578947368421 | 0.0 | 0.42105263157894735
IndelDetection | Biological model ID | http://edamontology.org/data_1085 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
ExperimentalDesign | Workflows | http://edamontology.org/topic_0769 | YES | LABEL | INEXACT | TOPIC || 0.75 | 0.75 | 0.75
ExperimentalDesign | Workflow data | http://edamontology.org/data_2971 | YES | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
ExperimentalDesign | Experiment annotation format | http://edamontology.org/format_3167 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
Alignment | Alignment | http://edamontology.org/operation_2928 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
Alignment | Alignment | http://edamontology.org/topic_0083 | YES | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
Alignment | Alignment | http://edamontology.org/data_1916 | NO | LABEL | EXACT | DATA || 1.0 | 1.0 | 1.0
Alignment | msf alignment format | http://edamontology.org/format_1993 | YES | LABEL | INEXACT | FORMAT || 0.5 | 0.5 | 0.5
Annotation | Annotation | http://edamontology.org/data_2018 | YES | LABEL | EXACT | DATA || 1.0 | 1.0 | 1.0
Annotation | Annotation | http://edamontology.org/operation_0226 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
Annotation | VNTR annotation | http://edamontology.org/topic_2867 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.7142857142857143 | 0.7142857142857143 | 0.7142857142857143
Annotation | Sequence annotation track format | http://edamontology.org/format_2919 | NO | LABEL | INEXACT | FORMAT || 0.3448275862068966 | 0.3448275862068966 | 0.3448275862068966
BatchEffect | Workflows | http://edamontology.org/topic_0769 | YES | LABEL | INEXACT | TOPIC || 0.75 | 0.75 | 0.75
BatchEffect | Workflow data | http://edamontology.org/data_2971 | YES | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
MultipleComparison | Workflows | http://edamontology.org/topic_0769 | YES | LABEL | INEXACT | TOPIC || 0.75 | 0.75 | 0.75
MultipleComparison | Workflow data | http://edamontology.org/data_2971 | YES | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
MultipleComparison | Structure comparison | http://edamontology.org/operation_2483 | NO | LABEL | INEXACT | OPERATION || 0.631578947368421 | 0.0 | 0.42105263157894735
Normalization | Workflows | http://edamontology.org/topic_0769 | YES | LABEL | INEXACT | TOPIC || 0.75 | 0.75 | 0.75
Normalization | Workflow data | http://edamontology.org/data_2971 | YES | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
Normalization | Correlation | http://edamontology.org/operation_3465 | NO | LABEL | INEXACT | OPERATION || 0.6153846153846154 | 0.0 | 0.4102564102564103
Normalization | Notation3 | http://edamontology.org/format_3257 | NO | LABEL | INEXACT | FORMAT || 0.46153846153846156 | 0.0 | 0.3076923076923077
Pathways | Pathway | http://edamontology.org/data_2600 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.875 | 0.875 | 0.875
Pathways | Signaling pathways | http://edamontology.org/topic_0754 | NO | LABEL | INEXACT | TOPIC || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
Preprocessing | Processing | http://edamontology.org/operation_2420 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.7692307692307692 | 0.7692307692307692 | 0.7692307692307692
Preprocessing | Workflow data | http://edamontology.org/data_2971 | YES | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
Preprocessing | Proteins | http://edamontology.org/topic_0078 | NO | LABEL | INEXACT | TOPIC || 0.46153846153846156 | 0.0 | 0.3076923076923077
QualityControl | Workflows | http://edamontology.org/topic_0769 | YES | LABEL | INEXACT | TOPIC || 0.75 | 0.75 | 0.75
QualityControl | Workflow data | http://edamontology.org/data_2971 | YES | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
ReportWriting | Workflows | http://edamontology.org/topic_0769 | YES | LABEL | INEXACT | TOPIC || 0.75 | 0.75 | 0.75
ReportWriting | Workflow data | http://edamontology.org/data_2971 | YES | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
ReportWriting | Splitting | http://edamontology.org/operation_3359 | NO | LABEL | INEXACT | OPERATION || 0.46153846153846156 | 0.0 | 0.3076923076923077
Visualization | Workflows | http://edamontology.org/topic_0769 | YES | LABEL | INEXACT | TOPIC || 0.75 | 0.75 | 0.75
Visualization | Workflow data | http://edamontology.org/data_2971 | YES | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
Visualization | Sequence visualisation | http://edamontology.org/operation_0564 | NO | LABEL | INEXACT | OPERATION || 0.5714285714285714 | 0.0 | 0.38095238095238093
GenomeBrowsers | Workflows | http://edamontology.org/topic_0769 | YES | LABEL | INEXACT | TOPIC || 0.75 | 0.75 | 0.75
GenomeBrowsers | Workflow data | http://edamontology.org/data_2971 | YES | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
GenomeBrowsers | Genome comparison | http://edamontology.org/operation_3209 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
Bayesian | Statistical calculation | http://edamontology.org/operation_2238 | NO | LABEL | INEXACT | OPERATION || 0.5909090909090908 | 0.0 | 0.39393939393939387
Bayesian | EMBL accession | http://edamontology.org/data_2290 | NO | LABEL | INEXACT | DATA || 0.46153846153846156 | 0.0 | 0.3076923076923077
Classification | Classification | http://edamontology.org/topic_2230 | YES | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
Classification | Classification | http://edamontology.org/operation_2990 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
Classification | Protein classification | http://edamontology.org/data_2980 | NO | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.6666666666666667 | 0.6666666666666666
Classification | Raw CATH domain classification format | http://edamontology.org/format_3099 | NO | LABEL | INEXACT | FORMAT || 0.4242424242424242 | 0.4242424242424242 | 0.42424242424242414
Clustering | Clustering | http://edamontology.org/operation_3432 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
Clustering | Sequence clustering | http://edamontology.org/topic_0164 | YES | LABEL | INEXACT | TOPIC || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
Clustering | SMILES string | http://edamontology.org/data_2301 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Clustering | clustal | http://edamontology.org/format_1982 | NO | EXACT_SYNONYM | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
DecisionTree | Statistical calculation | http://edamontology.org/operation_2238 | NO | LABEL | INEXACT | OPERATION || 0.5909090909090908 | 0.0 | 0.39393939393939387
DecisionTree | Species tree | http://edamontology.org/data_3272 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
DimensionReduction | Statistical calculation | http://edamontology.org/operation_2238 | NO | LABEL | INEXACT | OPERATION || 0.5909090909090908 | 0.0 | 0.39393939393939387
FeatureExtraction | Entity extraction | http://edamontology.org/operation_3280 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.7058823529411764 | 0.0 | 0.4705882352941176
FeatureExtraction | Feature location | http://edamontology.org/format_1248 | NO | EXACT_SYNONYM | INEXACT | FORMAT || 0.7058823529411764 | 0.0 | 0.4705882352941176
FeatureExtraction | Feature table | http://edamontology.org/data_1270 | NO | LABEL | INEXACT | DATA || 0.5294117647058824 | 0.0 | 0.35294117647058826
FeatureExtraction | Protein feature detection | http://edamontology.org/topic_3074 | YES | LABEL | INEXACT | TOPIC || 0.5217391304347826 | 0.0 | 0.34782608695652173
GraphAndNetwork | Network | http://edamontology.org/data_2600 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.4666666666666667 | 0.4666666666666667 | 0.4666666666666666
HiddenMarkovModel | Hidden Markov model | http://edamontology.org/data_1364 | NO | LABEL | EXACT | DATA || 1.0 | 1.0 | 1.0
MultidimensionalScaling | Statistical calculation | http://edamontology.org/operation_2238 | NO | LABEL | INEXACT | OPERATION || 0.5909090909090908 | 0.0 | 0.39393939393939387
NeuralNetwork | Network | http://edamontology.org/data_2600 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5384615384615384 | 0.5384615384615384 | 0.5384615384615384
NeuralNetwork | Gene regulatory networks | http://edamontology.org/topic_2846 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
PatternLogic | Statistical calculation | http://edamontology.org/operation_2238 | NO | LABEL | INEXACT | OPERATION || 0.5909090909090908 | 0.0 | 0.39393939393939387
PrincipalComponent | Microarray principal component plotting | http://edamontology.org/operation_2939 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.5 | 0.5
Regression | Drug accession | http://edamontology.org/data_2895 | NO | LABEL | INEXACT | DATA || 0.6153846153846154 | 0.0 | 0.4102564102564103
Regression | Conversion | http://edamontology.org/operation_3434 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
Regression | Drug design | http://edamontology.org/topic_0209 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
StructuralEquationModels | Structural variation discovery | http://edamontology.org/operation_3228 | NO | LABEL | INEXACT | OPERATION || 0.6071428571428572 | 0.0 | 0.4047619047619048
StructuralEquationModels | Structural variation | http://edamontology.org/topic_3175 | NO | LABEL | INEXACT | TOPIC || 0.5833333333333333 | 0.0 | 0.38888888888888884
