Software | Software engineering | http://edamontology.org/topic_3372 | NO | LABEL | INEXACT | TOPIC || 0.42105263157894735 | 0.42105263157894735 | 0.42105263157894735
DifferentialPeakCalling | Peak calling | http://edamontology.org/operation_3222 | NO | LABEL | INEXACT | OPERATION || 0.4782608695652174 | 0.4782608695652174 | 0.47826086956521746
DifferentialSplicing | RNA splicing | http://edamontology.org/topic_3320 | NO | LABEL | INEXACT | TOPIC || 0.55 | 0.0 | 0.3666666666666667
DriverMutation | Mutation | http://edamontology.org/topic_0199 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
DriverMutation | Imputation | http://edamontology.org/operation_3557 | NO | LABEL | INEXACT | OPERATION || 0.5714285714285714 | 0.0 | 0.38095238095238093
DriverMutation | Drug annotation | http://edamontology.org/data_1696 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5714285714285714 | 0.0 | 0.38095238095238093
DriverMutation | PubMed citation | http://edamontology.org/format_1734 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
FunctionalPrediction | Prediction | http://edamontology.org/operation_2423 | NO | NARROW_SYNONYM | INEXACT | OPERATION || 0.5 | 0.5 | 0.5
FunctionalPrediction | Functional genomics | http://edamontology.org/topic_0085 | NO | LABEL | INEXACT | TOPIC || 0.6 | 0.0 | 0.39999999999999997
FunctionalPrediction | Reaction annotation | http://edamontology.org/data_2978 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
GeneFusionDetection | Detection | http://edamontology.org/operation_2423 | NO | NARROW_SYNONYM | INEXACT | OPERATION || 0.4736842105263158 | 0.4736842105263158 | 0.47368421052631576
GeneFusionDetection | Gene prediction | http://edamontology.org/topic_0109 | YES | EXACT_SYNONYM | INEXACT | TOPIC || 0.5263157894736843 | 0.0 | 0.3508771929824562
GeneFusionDetection | Genome version information | http://edamontology.org/data_2041 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
GenePrediction | Gene prediction | http://edamontology.org/operation_2454 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
GenePrediction | Structure prediction | http://edamontology.org/topic_0082 | NO | LABEL | INEXACT | TOPIC || 0.5789473684210527 | 0.0 | 0.3859649122807018
GenePrediction | Gene product annotation | http://edamontology.org/data_0896 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5714285714285714 | 0.0 | 0.38095238095238093
GeneRegulation | Gene regulation | http://edamontology.org/topic_0204 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
GeneRegulation | Genome visualization | http://edamontology.org/operation_3208 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.5789473684210527 | 0.0 | 0.3859649122807018
GeneRegulation | Gene report | http://edamontology.org/data_0916 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
GeneSetEnrichment | Enrichment | http://edamontology.org/operation_3501 | NO | LABEL | INEXACT | OPERATION || 0.5882352941176471 | 0.5882352941176471 | 0.5882352941176471
GeneSetEnrichment | NGS experiment | http://edamontology.org/data_3165 | YES | LABEL | INEXACT | DATA || 0.5294117647058824 | 0.0 | 0.35294117647058826
GeneSetEnrichment | PCR experiment | http://edamontology.org/topic_3519 | NO | LABEL | INEXACT | TOPIC || 0.47058823529411764 | 0.0 | 0.3137254901960784
GeneSignaling | Gene finding | http://edamontology.org/topic_0109 | YES | LABEL | INEXACT | TOPIC || 0.6923076923076923 | 0.0 | 0.4615384615384615
GeneSignaling | Gene ID (ZFIN) | http://edamontology.org/data_2643 | NO | LABEL | INEXACT | DATA || 0.5384615384615384 | 0.0 | 0.358974358974359
GeneSignaling | Genome alignment | http://edamontology.org/operation_3182 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.4666666666666667 | 0.0 | 0.3111111111111111
GeneTarget | Gene tree | http://edamontology.org/data_3271 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
GeneTarget | genePred | http://edamontology.org/format_3011 | NO | LABEL | INEXACT | FORMAT || 0.6 | 0.0 | 0.39999999999999997
GeneTarget | Genetic variation | http://edamontology.org/topic_0199 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
GeneTarget | Generation | http://edamontology.org/operation_3429 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
GenomeAssembly | Genome assembly | http://edamontology.org/operation_3440 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
GenomeAssembly | Sequence assembly | http://edamontology.org/topic_0196 | NO | LABEL | INEXACT | TOPIC || 0.625 | 0.0 | 0.4166666666666667
GenomeAssembly | Genome map | http://edamontology.org/data_1288 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
GenomeWideAssociation | Genome-wide association study | http://edamontology.org/data_3231 | YES | EXACT_SYNONYM | INEXACT | DATA || 0.7777777777777778 | 0.0 | 0.5185185185185185
GenomeWideAssociation | Genome-wide association study | http://edamontology.org/topic_3517 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.7777777777777778 | 0.0 | 0.5185185185185185
GenomeWideAssociation | Genome visualisation | http://edamontology.org/operation_3208 | NO | LABEL | INEXACT | OPERATION || 0.6190476190476191 | 0.0 | 0.41269841269841273
GenomicVariation | Genetic variation | http://edamontology.org/topic_0199 | NO | LABEL | INEXACT | TOPIC || 0.875 | 0.0 | 0.5833333333333334
GenomicVariation | Genome visualization | http://edamontology.org/operation_3208 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.6842105263157895 | 0.0 | 0.456140350877193
GenomicVariation | Taxonomic information | http://edamontology.org/data_1872 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.55 | 0.0 | 0.3666666666666667
GenomeAnnotation | Genome annotation | http://edamontology.org/operation_0362 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
GenomeAnnotation | Genome annotation | http://edamontology.org/topic_0222 | YES | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
GenomeAnnotation | Fungi annotation | http://edamontology.org/data_2395 | YES | LABEL | INEXACT | DATA || 0.6875 | 0.0 | 0.4583333333333333
GenomeAnnotation | Experiment annotation format | http://edamontology.org/format_3167 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
GermlineMutation | Mutation | http://edamontology.org/topic_0199 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.5 | 0.5 | 0.5
GermlineMutation | Genome annotation | http://edamontology.org/operation_0362 | NO | LABEL | INEXACT | OPERATION || 0.5625 | 0.0 | 0.375
GermlineMutation | Version information | http://edamontology.org/data_0953 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
HistoneModification | Histone modification | http://edamontology.org/topic_3295 | NO | NARROW_SYNONYM | EXACT | TOPIC || 1.0 | 1.0 | 1.0
HistoneModification | DNA sense specification | http://edamontology.org/data_0853 | NO | LABEL | INEXACT | DATA || 0.5238095238095238 | 0.0 | 0.34920634920634924
HistoneModification | Sequence classification | http://edamontology.org/operation_2995 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
IndelDetection | Indel detection | http://edamontology.org/operation_0452 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
IndelDetection | Protein feature detection | http://edamontology.org/topic_3074 | YES | LABEL | INEXACT | TOPIC || 0.5217391304347826 | 0.0 | 0.34782608695652173
IndelDetection | Peptide identification | http://edamontology.org/data_0945 | NO | LABEL | INEXACT | DATA || 0.47619047619047616 | 0.0 | 0.31746031746031744
ExperimentalDesign | Experimental medicine | http://edamontology.org/topic_3303 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.75 | 0.0 | 0.5
ExperimentalDesign | Experimental measurement data | http://edamontology.org/data_2028 | YES | EXACT_SYNONYM | INEXACT | DATA || 0.5555555555555556 | 0.0 | 0.3703703703703704
ExperimentalDesign | Experiment annotation format | http://edamontology.org/format_3167 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
Alignment | Alignment | http://edamontology.org/operation_2928 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
Alignment | Alignment | http://edamontology.org/topic_0083 | YES | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
Alignment | Alignment | http://edamontology.org/data_1916 | NO | LABEL | EXACT | DATA || 1.0 | 1.0 | 1.0
Alignment | msf alignment format | http://edamontology.org/format_1993 | YES | LABEL | INEXACT | FORMAT || 0.5 | 0.5 | 0.5
Annotation | Annotation | http://edamontology.org/data_2018 | YES | LABEL | EXACT | DATA || 1.0 | 1.0 | 1.0
Annotation | Annotation | http://edamontology.org/operation_0226 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
Annotation | VNTR annotation | http://edamontology.org/topic_2867 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.7142857142857143 | 0.7142857142857143 | 0.7142857142857143
Annotation | Sequence annotation track format | http://edamontology.org/format_2919 | NO | LABEL | INEXACT | FORMAT || 0.3448275862068966 | 0.3448275862068966 | 0.3448275862068966
BatchEffect | Data reference | http://edamontology.org/data_2093 | NO | LABEL | INEXACT | DATA || 0.46153846153846156 | 0.0 | 0.3076923076923077
MultipleComparison | Comparison | http://edamontology.org/operation_2424 | NO | LABEL | INEXACT | OPERATION || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
MultipleComparison | Sequence comparison | http://edamontology.org/topic_0159 | NO | LABEL | INEXACT | TOPIC || 0.6111111111111112 | 0.0 | 0.40740740740740744
Normalization | Format validation | http://edamontology.org/operation_0336 | NO | LABEL | INEXACT | OPERATION || 0.6875 | 0.0 | 0.4583333333333333
Normalization | Genome annotation | http://edamontology.org/topic_0222 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
Normalization | Tumor annotation | http://edamontology.org/data_2217 | YES | LABEL | INEXACT | DATA || 0.4666666666666667 | 0.0 | 0.3111111111111111
Normalization | Notation3 | http://edamontology.org/format_3257 | NO | LABEL | INEXACT | FORMAT || 0.46153846153846156 | 0.0 | 0.3076923076923077
Pathways | Pathway | http://edamontology.org/data_2600 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.875 | 0.875 | 0.875
Pathways | Signaling pathways | http://edamontology.org/topic_0754 | NO | LABEL | INEXACT | TOPIC || 0.47058823529411764 | 0.47058823529411764 | 0.4705882352941176
Preprocessing | Processing | http://edamontology.org/operation_2420 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.7692307692307692 | 0.7692307692307692 | 0.7692307692307692
Preprocessing | UniProt accession | http://edamontology.org/data_3021 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Preprocessing | Proteins | http://edamontology.org/topic_0078 | NO | LABEL | INEXACT | TOPIC || 0.46153846153846156 | 0.0 | 0.3076923076923077
QualityControl | Sequencing quality control | http://edamontology.org/operation_3218 | NO | LABEL | INEXACT | OPERATION || 0.5833333333333333 | 0.5833333333333333 | 0.5833333333333333
ReportWriting | Report | http://edamontology.org/data_2048 | NO | LABEL | INEXACT | DATA || 0.46153846153846156 | 0.46153846153846156 | 0.4615384615384615
ReportWriting | Splitting | http://edamontology.org/operation_3359 | NO | LABEL | INEXACT | OPERATION || 0.46153846153846156 | 0.0 | 0.3076923076923077
ReportWriting | Genotyping | http://edamontology.org/topic_0625 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.46153846153846156 | 0.0 | 0.3076923076923077
Visualization | Genome visualization | http://edamontology.org/operation_3208 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.6842105263157895 | 0.6842105263157895 | 0.6842105263157895
Visualization | Tissue collection | http://edamontology.org/topic_3337 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
Visualization | Citation | http://edamontology.org/data_0970 | NO | LABEL | INEXACT | DATA || 0.46153846153846156 | 0.0 | 0.3076923076923077
GenomeBrowsers | Genome browsing | http://edamontology.org/operation_3208 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.7857142857142857 | 0.0 | 0.5238095238095238
GenomeBrowsers | Genome index | http://edamontology.org/data_3210 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Bayesian | Design | http://edamontology.org/operation_2430 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
Bayesian | EMBL accession | http://edamontology.org/data_2290 | NO | LABEL | INEXACT | DATA || 0.46153846153846156 | 0.0 | 0.3076923076923077
Classification | Classification | http://edamontology.org/topic_2230 | YES | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
Classification | Classification | http://edamontology.org/operation_2990 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
Classification | Protein classification | http://edamontology.org/data_2980 | NO | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.6666666666666667 | 0.6666666666666666
Classification | Raw CATH domain classification format | http://edamontology.org/format_3099 | NO | LABEL | INEXACT | FORMAT || 0.4242424242424242 | 0.4242424242424242 | 0.42424242424242414
Clustering | Clustering | http://edamontology.org/operation_3432 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
Clustering | Sequence clustering | http://edamontology.org/topic_0164 | YES | LABEL | INEXACT | TOPIC || 0.5555555555555556 | 0.5555555555555556 | 0.5555555555555556
Clustering | SMILES string | http://edamontology.org/data_2301 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Clustering | clustal | http://edamontology.org/format_1982 | NO | EXACT_SYNONYM | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
DecisionTree | Emission matrix | http://edamontology.org/data_3355 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
DimensionReduction | Coding region prediction | http://edamontology.org/operation_0436 | NO | LABEL | INEXACT | OPERATION || 0.5909090909090908 | 0.0 | 0.39393939393939387
FeatureExtraction | Entity extraction | http://edamontology.org/operation_3280 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.7058823529411764 | 0.0 | 0.4705882352941176
FeatureExtraction | Feature location | http://edamontology.org/format_1248 | NO | EXACT_SYNONYM | INEXACT | FORMAT || 0.7058823529411764 | 0.0 | 0.4705882352941176
FeatureExtraction | Feature table | http://edamontology.org/data_1270 | NO | LABEL | INEXACT | DATA || 0.5294117647058824 | 0.0 | 0.35294117647058826
FeatureExtraction | Protein feature detection | http://edamontology.org/topic_3074 | YES | LABEL | INEXACT | TOPIC || 0.5217391304347826 | 0.0 | 0.34782608695652173
GraphAndNetwork | Network | http://edamontology.org/data_2600 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.4666666666666667 | 0.4666666666666667 | 0.4666666666666666
HiddenMarkovModel | Hidden Markov model | http://edamontology.org/data_1364 | NO | LABEL | EXACT | DATA || 1.0 | 1.0 | 1.0
MultidimensionalScaling | Nutritional science | http://edamontology.org/topic_3390 | NO | LABEL | INEXACT | TOPIC || 0.4347826086956522 | 0.0 | 0.2898550724637681
NeuralNetwork | Network | http://edamontology.org/data_2600 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5384615384615384 | 0.5384615384615384 | 0.5384615384615384
NeuralNetwork | Gene regulatory networks | http://edamontology.org/topic_2846 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
PatternLogic | Pathology | http://edamontology.org/topic_0634 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
PrincipalComponent | Microarray principal component plotting | http://edamontology.org/operation_2939 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.5 | 0.5
Regression | Drug accession | http://edamontology.org/data_2895 | NO | LABEL | INEXACT | DATA || 0.6153846153846154 | 0.0 | 0.4102564102564103
Regression | Conversion | http://edamontology.org/operation_3434 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
Regression | Drug design | http://edamontology.org/topic_0209 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
StructuralEquationModels | Structural variation discovery | http://edamontology.org/operation_3228 | NO | LABEL | INEXACT | OPERATION || 0.6071428571428572 | 0.0 | 0.4047619047619048
StructuralEquationModels | Structural variation | http://edamontology.org/topic_3175 | NO | LABEL | INEXACT | TOPIC || 0.5833333333333333 | 0.0 | 0.38888888888888884
StructuralEquationModels | Structure alignment | http://edamontology.org/data_0886 | NO | LABEL | INEXACT | DATA || 0.5833333333333333 | 0.0 | 0.38888888888888884
SupportVectorMachine | Short read mapping | http://edamontology.org/operation_3198 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.44999999999999996 | 0.0 | 0.3
Survival | ID retrieval | http://edamontology.org/operation_3289 | NO | LABEL | INEXACT | OPERATION || 0.4545454545454546 | 0.0 | 0.30303030303030304
TimeCourse | TreeCon-seq | http://edamontology.org/format_2005 | NO | LABEL | INEXACT | FORMAT || 0.5454545454545454 | 0.0 | 0.3636363636363636
ThirdPartyClient | Term enrichment | http://edamontology.org/operation_3501 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.4375 | 0.0 | 0.2916666666666667
DataImport | Data | http://edamontology.org/data_0006 | NO | LABEL | INEXACT | DATA || 0.4 | 0.4 | 0.4000000000000001
DataImport | Matrix format | http://edamontology.org/format_3033 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
DataImport | Data deposition | http://edamontology.org/operation_3431 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
DataImport | Data query | http://edamontology.org/topic_0090 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
DataRepresentation | Data imputation | http://edamontology.org/operation_3557 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.6111111111111112 | 0.0 | 0.40740740740740744
DataRepresentation | Data visualisation | http://edamontology.org/topic_0092 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
DataRepresentation | Pathway or network annotation | http://edamontology.org/data_0946 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
GUI | Fungi | http://edamontology.org/topic_0782 | NO | LABEL | INEXACT | TOPIC || 0.4 | 0.0 | 0.26666666666666666
DNASeq | DNA-Seq | http://edamontology.org/topic_3177 | YES | LABEL | INEXACT | TOPIC || 0.8571428571428572 | 0.0 | 0.5714285714285715
DNASeq | dna | http://edamontology.org/format_1212 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.5 | 0.5
DNASeq | DNA sequences | http://edamontology.org/data_3495 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5 | 0.5 | 0.5
RNASeq | RNA-Seq | http://edamontology.org/topic_3170 | YES | LABEL | INEXACT | TOPIC || 0.8571428571428572 | 0.0 | 0.5714285714285715
RNASeq | geneseq | http://edamontology.org/format_2186 | NO | LABEL | INEXACT | FORMAT || 0.5714285714285714 | 0.0 | 0.38095238095238093
RNASeq | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
ChIPSeq | Chip seq | http://edamontology.org/topic_3169 | YES | EXACT_SYNONYM | EXACT | TOPIC || 1.0 | 1.0 | 1.0
RIPSeq | Chip seq | http://edamontology.org/topic_3169 | YES | EXACT_SYNONYM | INEXACT | TOPIC || 0.7142857142857143 | 0.0 | 0.4761904761904762
MethylSeq | mega-seq | http://edamontology.org/format_1946 | NO | LABEL | INEXACT | FORMAT || 0.5555555555555556 | 0.0 | 0.3703703703703704
ExomeSeq | Exome sequence analysis | http://edamontology.org/operation_3229 | NO | EXACT_SYNONYM | INEXACT | OPERATION || 0.38095238095238093 | 0.38095238095238093 | 0.38095238095238093
ExomeSeq | geneseq | http://edamontology.org/format_2186 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
miRNA | miRNA ID | http://edamontology.org/data_2642 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.7142857142857143 | 0.7142857142857143 | 0.7142857142857143
miRNA | rna | http://edamontology.org/format_1213 | NO | LABEL | INEXACT | FORMAT || 0.6 | 0.6 | 0.6
miRNA | RNA | http://edamontology.org/topic_0099 | NO | LABEL | INEXACT | TOPIC || 0.6 | 0.6 | 0.6
SangerSeq | geneseq | http://edamontology.org/format_2186 | NO | LABEL | INEXACT | FORMAT || 0.5555555555555556 | 0.0 | 0.3703703703703704
SmallRNA | Small RNA-Seq | http://edamontology.org/topic_3170 | YES | EXACT_SYNONYM | INEXACT | TOPIC || 0.6666666666666667 | 0.6666666666666667 | 0.6666666666666666
SmallRNA | SNP calling | http://edamontology.org/operation_3201 | NO | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
Microbiome | Microbiology | http://edamontology.org/topic_3301 | NO | LABEL | INEXACT | TOPIC || 0.6666666666666667 | 0.0 | 0.4444444444444445
WholeGenome | Allele name | http://edamontology.org/data_2299 | NO | NARROW_SYNONYM | INEXACT | DATA || 0.5454545454545454 | 0.0 | 0.3636363636363636
WholeGenome | Proteome | http://edamontology.org/topic_0644 | YES | LABEL | INEXACT | TOPIC || 0.4545454545454546 | 0.0 | 0.30303030303030304
DenovoGenome | Phenotype name | http://edamontology.org/data_3275 | NO | LABEL | INEXACT | DATA || 0.5384615384615384 | 0.0 | 0.358974358974359
TargetedResequencing | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.5 | 0.5
TargetedResequencing | Protein sequence | http://edamontology.org/data_2976 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
TargetedResequencing | Data retrieval (sequences) | http://edamontology.org/operation_1813 | YES | EXACT_SYNONYM | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
DenovoTranscriptome | de novo transcriptome assembly | http://edamontology.org/operation_3259 | YES | EXACT_SYNONYM | INEXACT | OPERATION || 0.7037037037037037 | 0.7037037037037037 | 0.7037037037037037
DenovoTranscriptome | Transcription | http://edamontology.org/topic_0110 | YES | LABEL | INEXACT | TOPIC || 0.5263157894736843 | 0.0 | 0.3508771929824562
DenovoTranscriptome | Ensembl transcript ID | http://edamontology.org/data_2725 | NO | LABEL | INEXACT | DATA || 0.5263157894736843 | 0.0 | 0.3508771929824562
MicrobialStrain | Microbial collection | http://edamontology.org/topic_3339 | NO | LABEL | INEXACT | TOPIC || 0.5789473684210527 | 0.0 | 0.3859649122807018
HiC | Rice | http://edamontology.org/topic_0787 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
HiC | HGNC | http://edamontology.org/data_1718 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
MultiChannel | Helical net | http://edamontology.org/data_2163 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
OneChannel | Protein charge plot | http://edamontology.org/data_1523 | NO | LABEL | INEXACT | DATA || 0.4117647058823529 | 0.0 | 0.2745098039215686
TwoChannel | Tool name | http://edamontology.org/data_1190 | NO | LABEL | INEXACT | DATA || 0.4 | 0.0 | 0.26666666666666666
MethylationArray | Methylation analysis | http://edamontology.org/operation_3204 | NO | LABEL | INEXACT | OPERATION || 0.6842105263157895 | 0.0 | 0.456140350877193
GenotypingArray | Genotyping | http://edamontology.org/operation_3196 | NO | LABEL | INEXACT | OPERATION || 0.6666666666666667 | 0.6666666666666667 | 0.6666666666666666
GenotypingArray | Genotype and phenotype | http://edamontology.org/topic_0625 | NO | LABEL | INEXACT | TOPIC || 0.44999999999999996 | 0.0 | 0.3
MicroRNAArray | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.6923076923076923 | 0.0 | 0.4615384615384615
mRNAMicroarray | DNA microarrays | http://edamontology.org/topic_0200 | YES | NARROW_SYNONYM | INEXACT | TOPIC || 0.7857142857142857 | 0.0 | 0.5238095238095238
ChipOnChip | ChIP-on-chip | http://edamontology.org/topic_3179 | YES | LABEL | INEXACT | TOPIC || 0.8333333333333334 | 0.0 | 0.5555555555555556
ChipOnChip | InChI | http://edamontology.org/format_1197 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
ReversePhaseProteinArray | RefSeq protein ID | http://edamontology.org/data_2385 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.45833333333333337 | 0.0 | 0.3055555555555556
TissueMicroarray | Microarrays | http://edamontology.org/topic_0200 | YES | LABEL | INEXACT | TOPIC || 0.5625 | 0.0 | 0.375
ProprietaryPlatforms | ProQ report format | http://edamontology.org/format_1552 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
ImagingMassSpectrometry | Mass spectrometry | http://edamontology.org/topic_0134 | NO | LABEL | INEXACT | TOPIC || 0.6956521739130435 | 0.6956521739130435 | 0.6956521739130435
Epigenetics | Epigenetics | http://edamontology.org/topic_3295 | NO | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
Epigenetics | EcoGene ID | http://edamontology.org/data_1795 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5454545454545454 | 0.0 | 0.3636363636363636
MultipleSequenceAlignment | Multiple sequence alignment | http://edamontology.org/operation_0492 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
MultipleSequenceAlignment | Sequence alignment | http://edamontology.org/data_0863 | NO | LABEL | INEXACT | DATA || 0.6799999999999999 | 0.6799999999999999 | 0.68
MultipleSequenceAlignment | Nucleic acid sequence alignment | http://edamontology.org/topic_0740 | YES | LABEL | INEXACT | TOPIC || 0.7142857142857143 | 0.0 | 0.4761904761904762
MultipleSequenceAlignment | phylip sequence format | http://edamontology.org/format_1955 | YES | LABEL | INEXACT | FORMAT || 0.48 | 0.0 | 0.32
GO | GO | http://edamontology.org/data_1716 | YES | LABEL | EXACT | DATA || 1.0 | 1.0 | 1.0
KEGG | Drug ID (KEGG) | http://edamontology.org/data_2609 | NO | LABEL | INEXACT | DATA || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
Reactome | Reactome ID | http://edamontology.org/data_1155 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.8 | 0.8 | 0.8000000000000002
Reactome | Anatomy | http://edamontology.org/topic_3067 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
BioCarta | BioPax term | http://edamontology.org/data_1715 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
BioCarta | Biomarkers | http://edamontology.org/topic_3360 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
BioCarta | BioPAX | http://edamontology.org/format_3156 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
NCINatureCurated | Invertebrates | http://edamontology.org/topic_2819 | NO | LABEL | INEXACT | TOPIC || 0.4375 | 0.0 | 0.2916666666666667
Network | Network | http://edamontology.org/data_2600 | NO | EXACT_SYNONYM | EXACT | DATA || 1.0 | 1.0 | 1.0
Network | newick | http://edamontology.org/format_1910 | NO | LABEL | INEXACT | FORMAT || 0.5714285714285714 | 0.0 | 0.38095238095238093
Network | Gene regulatory networks | http://edamontology.org/topic_2846 | NO | LABEL | INEXACT | TOPIC || 0.31818181818181823 | 0.31818181818181823 | 0.31818181818181823
Anopheles_gambiae | Allele name | http://edamontology.org/data_2299 | NO | NARROW_SYNONYM | INEXACT | DATA || 0.4117647058823529 | 0.0 | 0.2745098039215686
